group_id,major_code,download_url,status,year_evidence,major_evidence,document_evidence,notes,verification_status
YRCTI-450205,420901,https://www.yrcti.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1573771431&wbfileid=15442180,access_blocked,详情页发布于2025-09-30；PDF正文因验证码未核验,附件名明确为420901-安全技术与管理专业人才培养方案,人才培养方案PDF,官方附件入口要求图形验证码；未绕过验证码且未将HTML验证码页冒充PDF,verified
YRCTI-450205,450203,https://www.yrcti.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1573771431&wbfileid=15442259,access_blocked,详情页发布于2025-09-30；PDF正文因验证码未核验,附件名明确为450203-水利水电工程技术专业人才培养方案,人才培养方案PDF,官方附件入口要求图形验证码；未绕过验证码且未将HTML验证码页冒充PDF,verified
YRCTI-450205,450205,https://www.yrcti.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1573771431&wbfileid=15442188,access_blocked,详情页发布于2025-09-30；PDF正文因验证码未核验,附件名明确为450205-水利水电建筑工程人才培养方案,人才培养方案PDF,官方附件入口要求图形验证码；未绕过验证码且未将HTML验证码页冒充PDF,verified
YRCTI-450205,450207,https://www.yrcti.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1573771431&wbfileid=15442189,access_blocked,详情页发布于2025-09-30；PDF正文因验证码未核验,附件名明确为450207-治河与航道工程技术专业人才培养方案,人才培养方案PDF,官方附件入口要求图形验证码；未绕过验证码且未将HTML验证码页冒充PDF,verified
ZZRVTC-500105,500105,https://www.zzrvtc.edu.cn/_upload/article/files/72/0d/1b87f2574bbb9fbec39ac622f633/6a3d4b17-fefe-41e9-8ce4-df0a34ba3831.pdf,eligible_official_2025,PDF封面明确2025版且编制时间为2025年8月,铁道机车运用与维护；正文专业代码500105,人才培养方案,60页正式PDF；首页与末页核验通过,verified
ZZRVTC-500105,500106,https://www.zzrvtc.edu.cn/_upload/article/files/91/ef/83cfb64e4fceae7f7dd7f380d585/ce6a7786-dee7-4298-8cef-7d5f30fa1dc8.pdf,eligible_official_2025,PDF封面明确2025版且编制时间为2025年8月,铁道车辆技术；正文专业代码500106,人才培养方案,67页正式PDF；页面虽于2026年补发但PDF封面年份明确；首页与末页核验通过,verified
ZZRVTC-500105,500108,https://www.zzrvtc.edu.cn/_upload/article/files/b5/cc/ef3f29ee4ea7ab2d17aaa0ddf54e/733c055f-ad01-4573-9bab-488d7d285ffc.pdf,eligible_official_2025,PDF封面明确2025版且编制时间为2025年8月,动车组检修技术；正文专业代码500108,人才培养方案,60页正式PDF；首页与末页核验通过,verified
ZZRVTC-500105,500104,https://www.zzrvtc.edu.cn/_upload/article/files/a0/53/4ab03c2c4f61a3350c8a498f5764/e0598103-c467-4b8b-87ac-e69dd58986df.pdf,eligible_official_2025,PDF封面明确2025版且编制时间为2025年8月,铁道养路机械应用技术；正文专业代码500104,人才培养方案,54页正式PDF；首页与末页核验通过,verified
ZZRVTC-500105,500112,https://www.zzrvtc.edu.cn/_upload/article/files/b3/70/13bda3bb4d028b0a21a92ae02836/beb0acdd-0a37-4177-97af-c146b712a4ac.pdf,eligible_official_2025,PDF封面明确2025版且编制时间为2025年8月,铁道交通运营管理；正文专业代码500112,人才培养方案,31页正式PDF；首页与末页核验通过,verified
ZZRVTC-500109,500109,https://www.zzrvtc.edu.cn/_upload/article/files/41/a9/d6312634484294ebb7bcc87258e8/9702d179-4a7c-4923-a1be-b89df51ba211.pdf,eligible_official_2025,PDF封面明确2025版且编制时间为2025年8月,高速铁路综合维修技术；正文专业代码500109,人才培养方案,53页正式PDF；首页与末页核验通过,verified
ZZRVTC-500109,500107,https://www.zzrvtc.edu.cn/_upload/article/files/23/ca/cf8a9a0c43fca4491f6a42e391a7/3bb66b13-eeb6-47e1-8b1b-7f8b1edf3c9e.pdf,eligible_official_2025,PDF封面明确2025版且编制时间为2025年8月,铁道供电技术；正文专业代码500107,人才培养方案,50页正式PDF；首页与末页核验通过,verified
ZZRVTC-500109,500111,https://www.zzrvtc.edu.cn/_upload/article/files/fc/32/35794d5c4eb480f22747d12ff768/a0e910bd-68d0-4ff9-befd-1ebd4d660d93.pdf,eligible_official_2025,PDF封面明确2025版且编制时间为2025年8月,铁道通信与信息化技术；正文专业代码500111,人才培养方案,55页正式PDF；首页与末页核验通过,verified
ZZRVTC-500109,500110,https://www.zzrvtc.edu.cn/_upload/article/files/ba/2d/8b2cd8d1438e92a30a020f8084d5/53842298-f809-4653-be19-2a3b12334b5d.pdf,eligible_official_2025,PDF封面明确2025版且编制时间为2025年8月,铁道信号自动控制；正文专业代码500110,人才培养方案,47页正式PDF；首页与末页核验通过,verified
ZZRVTC-500109,500102,https://www.zzrvtc.edu.cn/_upload/article/files/4a/12/967082ae4911955d58772d95f0e9/0ff32a0e-6f75-4036-a43a-550d97684626.pdf,eligible_official_2025,PDF封面明确2025版且编制时间为2025年8月,高速铁路施工与维护；正文专业代码500102,人才培养方案,71页正式PDF；首页与末页核验通过,verified
XCITC-460301,460301,https://jwc.xcitc.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1882018581&wbfileid=6608007,eligible_official_2025,官网公示页标题及PDF封面均明确2025级,机电一体化技术；PDF封面专业代码460301,人才培养方案,40页正式PDF；首页与末页视觉核验通过；SHA-256为898a9f885f85f8be7bebb2178e1cd834ab5897d5b9c60ee7a0d141f1a03802f2,verified
XCITC-460301,460104,https://jwc.xcitc.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1882018581&wbfileid=6608017,eligible_official_2025,官网公示页标题及PDF封面均明确2025级,机械制造及自动化；PDF封面专业代码460104,人才培养方案,37页中国特色学徒制三年制正式PDF；同页另有中德方向版；主记录采用非中德方向文件；首页与末页视觉核验通过；SHA-256为0823e68c5a3222dd439a4bcb3efc3eaf3122bfb46c859e70be0e821e37b01cdd,verified
XCITC-460301,460306,https://jwc.xcitc.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1882018581&wbfileid=6608012,eligible_official_2025,官网公示页标题及PDF封面均明确2025级,电气自动化技术；PDF封面专业代码460306,人才培养方案,45页正式PDF；首页与末页视觉核验通过；SHA-256为a3c83365ff78e6ab305d84c2103f25a4fcf38750457dbd383faf292aa283d092,verified
XCITC-460301,460305,https://jwc.xcitc.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1882018581&wbfileid=6608018,eligible_official_2025,官网公示页标题及PDF封面均明确2025级,工业机器人技术；PDF封面专业代码460305,人才培养方案,47页正式PDF；首页与末页视觉核验通过；SHA-256为d3cb2e2fcd863e9f577083d398d2835d11aafabada0bc5944dc1357484fcb312,verified
XCITC-460301,460310,https://jwc.xcitc.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1882018581&wbfileid=6608016,eligible_official_2025,官网公示页标题及PDF封面均明确2025级,工业互联网应用；PDF封面专业代码460310,人才培养方案,50页正式PDF；首页与末页视觉核验通过；SHA-256为f954edf9568a1fcb532fc03f3bfb441fdee500c07d433f7b8cb5a8b2d53ba77e,verified
HNETC-510209,510209,https://www.henetc.edu.cn/__local/E/DC/B3/06E9FCEC043D4BABB5D4C6F4DE9_E0DA12AA_98AAFA.pdf,wrong_document_type,官网页面题名明确为2025年度质量报告,人工智能技术应用专业群仅作为质量报告案例出现,155页学校质量年度报告而非专业人才培养方案,不作为人工智能技术应用专业2025级方案,verified
HNETC-510209,510205,https://www.henetc.edu.cn/__local/E/DC/B3/06E9FCEC043D4BABB5D4C6F4DE9_E0DA12AA_98AAFA.pdf,wrong_document_type,官网页面题名明确为2025年度质量报告,大数据技术仅作为学校专业或项目名称出现,155页学校质量年度报告而非专业人才培养方案,不作为大数据技术专业2025级方案,verified
HNETC-510209,510201,https://www.henetc.edu.cn/__local/E/DC/B3/06E9FCEC043D4BABB5D4C6F4DE9_E0DA12AA_98AAFA.pdf,wrong_document_type,官网页面题名明确为2025年度质量报告,未形成计算机应用技术专业方案证据,155页学校质量年度报告而非专业人才培养方案,不作为计算机应用技术专业2025级方案,verified
HNETC-510209,510207,https://www.henetc.edu.cn/__local/E/DC/B3/06E9FCEC043D4BABB5D4C6F4DE9_E0DA12AA_98AAFA.pdf,wrong_document_type,官网页面题名明确为2025年度质量报告,信息安全技术应用仅作为学校专业或项目名称出现,155页学校质量年度报告而非专业人才培养方案,不作为信息安全技术应用专业2025级方案,verified
HNETC-510209,510206,https://www.henetc.edu.cn/__local/E/DC/B3/06E9FCEC043D4BABB5D4C6F4DE9_E0DA12AA_98AAFA.pdf,wrong_document_type,官网页面题名明确为2025年度质量报告,云计算技术应用仅作为学校专业或项目名称出现,155页学校质量年度报告而非专业人才培养方案,不作为云计算技术应用专业2025级方案,verified
HNETC-510209,510212,https://www.henetc.edu.cn/__local/E/DC/B3/06E9FCEC043D4BABB5D4C6F4DE9_E0DA12AA_98AAFA.pdf,wrong_document_type,官网页面题名明确为2025年度质量报告,未形成区块链技术应用专业方案证据,155页学校质量年度报告而非专业人才培养方案,不作为区块链技术应用专业2025级方案,verified
HNETC-510209,510204,https://www.henetc.edu.cn/__local/E/DC/B3/06E9FCEC043D4BABB5D4C6F4DE9_E0DA12AA_98AAFA.pdf,wrong_document_type,官网页面题名明确为2025年度质量报告,未形成数字媒体技术专业方案证据,155页学校质量年度报告而非专业人才培养方案,不作为数字媒体技术专业2025级方案,verified
HBTGPT-470201,470201,https://www.tgc.edu.cn/upload/2023/1008/20231008010035542.pdf,wrong_year,官网页面标题明确为2021级且附件发布于2023年,应用化工技术,人才培养方案,官方旧版方案不符合2025级口径,verified
HBTGPT-470201,470209,https://www.tgc.edu.cn/upload/2023/1008/20231008010035542.pdf,major_mismatch,官网页面标题明确为2021级且附件发布于2023年,附件对应应用化工技术而非化工自动化技术,人才培养方案,同时为旧年度且专业不匹配，不作为2025级成果入库,verified
HBTGPT-470201,460301,https://www.tgc.edu.cn/upload/2023/1008/20231008010035542.pdf,major_mismatch,官网页面标题明确为2021级且附件发布于2023年,附件对应应用化工技术而非机电一体化技术,人才培养方案,同时为旧年度且专业不匹配，不作为2025级成果入库,verified
HBTGPT-470201,460306,https://www.tgc.edu.cn/upload/2023/1008/20231008010035542.pdf,major_mismatch,官网页面标题明确为2021级且附件发布于2023年,附件对应应用化工技术而非电气自动化技术,人才培养方案,同时为旧年度且专业不匹配，不作为2025级成果入库,verified
WHCP-460704,460704,https://jwzy.whcp.edu.cn/_upload/article/files/c9/25/ec59706e4ce7ad9bfbc50eb46128/7e3f53bc-4a52-4db4-80c1-ff5d8e637717.docx,wrong_document_type,官网页面发布于2026年且附件未标2025级,未形成智能网联汽车技术专业内容证据,人才培养方案研制与管理平台操作手册,仅为平台使用说明，不是专业人才培养方案,verified
WHCP-460704,460702,https://jwzy.whcp.edu.cn/_upload/article/files/c9/25/ec59706e4ce7ad9bfbc50eb46128/7e3f53bc-4a52-4db4-80c1-ff5d8e637717.docx,wrong_document_type,官网页面发布于2026年且附件未标2025级,未形成新能源汽车技术专业内容证据,人才培养方案研制与管理平台操作手册,仅为平台使用说明，不是专业人才培养方案,verified
WHCP-460704,510107,https://jwzy.whcp.edu.cn/_upload/article/files/c9/25/ec59706e4ce7ad9bfbc50eb46128/7e3f53bc-4a52-4db4-80c1-ff5d8e637717.docx,wrong_document_type,官网页面发布于2026年且附件未标2025级,未形成汽车智能技术专业内容证据,人才培养方案研制与管理平台操作手册,仅为平台使用说明，不是专业人才培养方案,verified
WHCP-460704,460701,https://jwzy.whcp.edu.cn/_upload/article/files/c9/25/ec59706e4ce7ad9bfbc50eb46128/7e3f53bc-4a52-4db4-80c1-ff5d8e637717.docx,wrong_document_type,官网页面发布于2026年且附件未标2025级,未形成汽车制造与试验技术专业内容证据,人才培养方案研制与管理平台操作手册,仅为平台使用说明，不是专业人才培养方案,verified
WHCP-460704,500211,https://jwzy.whcp.edu.cn/_upload/article/files/c9/25/ec59706e4ce7ad9bfbc50eb46128/7e3f53bc-4a52-4db4-80c1-ff5d8e637717.docx,wrong_document_type,官网页面发布于2026年且附件未标2025级,未形成汽车检测与维修技术专业内容证据,人才培养方案研制与管理平台操作手册,仅为平台使用说明，不是专业人才培养方案,verified
WHCP-460704,500210,https://jwzy.whcp.edu.cn/_upload/article/files/c9/25/ec59706e4ce7ad9bfbc50eb46128/7e3f53bc-4a52-4db4-80c1-ff5d8e637717.docx,wrong_document_type,官网页面发布于2026年且附件未标2025级,未形成汽车技术服务与营销专业内容证据,人才培养方案研制与管理平台操作手册,仅为平台使用说明，不是专业人才培养方案,verified
WRU-500108,500108,https://jwc.wru.edu.cn/__local/F/B6/8D/4A317067CE9300416D548203E0B_E7953462_CAE56.pdf?e=.pdf,wrong_year,官网页面及方案正文明确为2021级,动车组检修技术；专业代码500108,人才培养方案,官方旧版方案不符合2025级口径,verified
WRU-500108,500105,https://jwc.wru.edu.cn/__local/8/7F/C2/7102B38A7FACBCAC6C7EF7EAF3C_48241242_95450.pdf,wrong_year,官网页面及方案正文明确为2023级,铁道机车运用与维护,人才培养方案,官方公开目录最新仍为2023级，不作为2025级成果,verified
WRU-500108,500106,https://jwc.wru.edu.cn/__local/0/CC/E1/D098EFB086EB0225E4F6FF49E45_46CA43E4_C6EC8.pdf?e=.pdf,wrong_year,官网页面及方案正文明确为2021级,铁道车辆技术,人才培养方案,官方旧版方案不符合2025级口径,verified
WRU-500108,500602,https://jwc.wru.edu.cn/__local/C/35/FD/B0C54BB08DD6442653A659C87F5_C55F0DF0_DB23D.pdf?e=.pdf,wrong_year,官网页面及方案正文明确为2021级,城市轨道车辆应用技术,人才培养方案,官方旧版方案不符合2025级口径,verified
WRU-500111,500110,https://jwc.wru.edu.cn/__local/D/2B/20/55774077EC51F14E927DA6D9542_7B0C1438_104797.pdf?e=.pdf,wrong_year,官网页面及方案正文明确为2021级,铁道信号自动控制,人才培养方案,官方旧版方案不符合2025级口径,verified
WRU-500111,510301,https://jwc.wru.edu.cn/__local/0/BE/27/09F642A06BBCAAA99E31125AC5D_14379BCE_BD20C.pdf,wrong_year,官网页面及方案正文明确为2022级,现代通信技术,人才培养方案,官方旧版方案不符合2025级口径,verified
WRU-500111,460404,https://jwc.wru.edu.cn/__local/0/A9/9E/3821CA38A94C481E7E4895DCA3E_D8605927_BA0D5.pdf,wrong_year,官网页面及方案正文明确为2022级,轨道交通通信信号设备制造与维护,人才培养方案,官方旧版方案不符合2025级口径,verified
HNIVC-460103,460103,https://www.hunangy.com/__local/7/21/D4/B0A724568D88A1A89A7C521EAA1_F114B0DB_4CF705.pdf,eligible_official_2025,官网页面标题及PDF第42页专业方案封面均明确为2025级,数控技术（460103）,学校机械工程学院2025级人才培养方案汇编,手工核验PDF目录及第42页专业名称、代码和适用年级,verified
HNIVC-460103,460104,https://www.hunangy.com/__local/7/21/D4/B0A724568D88A1A89A7C521EAA1_F114B0DB_4CF705.pdf,eligible_official_2025,官网页面标题及PDF第2页专业方案封面均明确为2025级,机械制造及自动化（460104）,学校机械工程学院2025级人才培养方案汇编,手工核验PDF目录及第2页专业名称、代码和适用年级,verified
HNIVC-460103,460201,https://www.hunangy.com/__local/7/21/D4/B0A724568D88A1A89A7C521EAA1_F114B0DB_4CF705.pdf,eligible_official_2025,官网页面标题及PDF第209页专业方案封面均明确为2025级,智能制造装备技术（460201）,学校机械工程学院2025级人才培养方案汇编,手工核验PDF目录及第209页专业名称、代码和适用年级,verified
HNIVC-460103,460119,https://www.hunangy.com/__local/7/21/D4/B0A724568D88A1A89A7C521EAA1_F114B0DB_4CF705.pdf,eligible_official_2025,官网页面标题及PDF第86页专业方案封面均明确为2025级,工业产品质量检测技术（460119）,学校机械工程学院2025级人才培养方案汇编,手工核验PDF目录及第86页专业名称、代码和适用年级,verified
HNIVC-460103,460106,https://www.hunangy.com/__local/7/21/D4/B0A724568D88A1A89A7C521EAA1_F114B0DB_4CF705.pdf,eligible_official_2025,官网页面标题及PDF第128页专业方案封面均明确为2025级,工业工程技术（460106）,学校机械工程学院2025级人才培养方案汇编,手工核验PDF目录及第128页专业名称、代码和适用年级,verified
HNIVC-460103,460118,https://www.hunangy.com/__local/7/21/D4/B0A724568D88A1A89A7C521EAA1_F114B0DB_4CF705.pdf,eligible_official_2025,官网页面标题及PDF第167页专业方案封面均明确为2025级,机械装备制造技术（460118）,学校机械工程学院2025级人才培养方案汇编,手工核验PDF目录及第167页专业名称、代码和适用年级,verified
