institution_code,province,institution_name,official_domain,aliases
SXFTC,山西,山西省财政税务专科学校,https://www.sxftc.edu.cn,山西财专|山西财政税务专科学校|财专
SXGC,山西,山西工程职业学院,https://www.sxgcxy.cn,山西工程职院|山工院|山西工程
SXSY,山西,山西水利职业技术学院,https://www.sxsy.com.cn,山西水利职院|山西水院|山西水利
LNMEC,辽宁,辽宁机电职业技术学院,https://www.lnmec.edu.cn,辽宁机电职院|辽机电|辽宁机电
SYVTC,辽宁,沈阳职业技术学院,https://www.vtcsy.edu.cn,沈阳职院|沈职院|沈职
DLVTC,辽宁,大连职业技术学院,https://www.dlvtc.edu.cn,大连职院|大职院|大连职业大学
LNNZY,辽宁,辽宁农业职业技术学院,https://www.lnnzy.ln.cn,辽宁农职院|辽农职院|辽宁农业职院
LNPC,辽宁,辽宁石化职业技术学院,https://www.lnpc.edu.cn,辽宁石化职院|辽石化|辽宁石化职业学院
LNGPI,辽宁,辽宁轨道交通职业学院,https://www.lngpi.edu.cn,辽宁轨道职院|辽轨职院|辽轨职
CAII,吉林,长春汽车职业技术大学,https://www.caii.edu.cn,长春汽车职大|长汽职大|长汽高专|长春汽车工业高等专科学校
CVIT,吉林,长春职业技术大学,https://www.cvit.edu.cn,长春职大|长春职院|长春职业技术学院
JTY,吉林,吉林铁道职业技术大学,https://www.jty.edu.cn,吉林铁道职大|吉铁职大|吉林铁道职业技术学院|吉铁院
JLJY,吉林,吉林交通职业技术学院,https://www.jljy.edu.cn,吉林交通职院|吉林交职院|吉交职院
JVCIT,吉林,吉林工业职业技术学院,https://www.jvcit.edu.cn,吉林工业职院|吉林工职院|吉工职院
HRBZY,黑龙江,哈尔滨职业技术大学,https://www.hrbzy.edu.cn,哈职大|哈尔滨职大|哈尔滨职业技术学院
HNYJJ,黑龙江,黑龙江农业经济职业学院,https://www.hnyjj.org.cn,黑农经职院|黑龙江农经职院|农经职院
HLJP,黑龙江,黑龙江职业学院,https://www.hljp.edu.cn,黑职院|龙江职院
HICT,黑龙江,黑龙江建筑职业技术学院,https://www.hict.org.cn,哈尔滨建筑科技职业大学|龙建院|黑建职院
HNGZY,黑龙江,黑龙江农业工程职业学院,https://www.hngzy.edu.cn,黑龙江农业工程职业技术大学|黑农工|农工职院
HTXY,黑龙江,哈尔滨铁道职业技术学院,https://www.htxy.net,哈铁职院|哈铁学院
STIEI,上海,上海电子信息职业技术学院,https://www.stiei.edu.cn,上海电子信息职院|上海电子信息学院|上海电信职院
SADA,上海,上海工艺美术职业学院,https://www.sada.edu.cn,上海工艺美院|上工美|上海工艺美术学院
SPPC,上海,上海出版印刷高等专科学校,https://www.sppc.edu.cn,上海版专|版专|上海出版印刷高专
AHCME,安徽,安徽机电职业技术学院,https://www.ahcme.edu.cn,安徽机电|安机电|安徽应用技术职业大学
ABC,安徽,安徽商贸职业技术学院,https://www.abc.edu.cn,安徽商贸|安商|安徽应用技术职业大学
AHSDXY,安徽,安徽水利水电职业技术学院,https://www.ahsdxy.edu.cn,安徽水院|安水院|安徽水利水电职院
HFVT,安徽,合肥职业技术学院,https://www.htc.edu.cn,合肥职院|合职院|合肥职业技术大学
WHIT,安徽,芜湖职业技术学院,https://www.whit.edu.cn,芜湖职业技术大学|芜湖职院|芜职|芜职大
HBVTC,安徽,淮北职业技术学院,https://www.hbvtc.net,淮北职院|淮职
FYVTC,安徽,阜阳职业技术学院,https://www.fyvtc.edu.cn,阜阳职院|阜职
FJCPC,福建,福建船政交通职业学院,https://www.fjcpc.edu.cn,福建船政交通职院|船政交通学院|船政职院
LMU,福建,黎明职业大学,https://www.lmu.edu.cn,黎明职业学院|黎大
FJPIT,福建,福建信息职业技术学院,https://www.fjpit.edu.cn,福建信息职院|福信
QVTU,福建,泉州职业技术大学,https://www.qvtu.edu.cn,泉州职业大学|泉大
FJZZIT,福建,漳州职业技术学院,https://www.fjzzit.edu.cn,漳州职院|漳职院|漳职
FVTI,福建,福州职业技术学院,https://www.fvti.cn,福州职院|福职院|福职
JXPU,江西,江西职业技术大学,https://www.jxpu.edu.cn,江西职大|九江职业技术学院|九江职院
JXCFS,江西,江西外语外贸职业学院,https://www.jxcfs.com,江西外语外贸职业大学|江外院|江外大
JXYT,江西,江西应用技术职业学院,https://www.jxyy.edu.cn,江西应职院|应职院
JXGM,江西,江西工业贸易职业技术学院,https://www.jxgmxy.com,江西工贸职院|江西工贸
JXHJ,江西,江西环境工程职业学院,https://www.jxhjxy.com,江西环境职院|江西环院
JXXD,江西,江西现代职业技术学院,https://www.jxxdxy.edu.cn,江西现代职院|现代学院
YRCTI,河南,黄河水利职业技术大学,https://www.yrcti.edu.cn,黄河水利职业技术学院|黄河水院|黄职院
ZZRVTC,河南,郑州铁路职业技术大学,https://www.zzrvtc.edu.cn,郑州铁路职业技术学院|郑州铁院|郑铁院
XCITC,河南,许昌职业技术学院,https://www.xcitc.edu.cn,许昌职院|许职院
HNCA,河南,河南农业职业学院,https://www.hnca.edu.cn,河南农职院|河南农职|河南农业职院
HNETC,河南,河南经贸职业学院,https://www.henetc.edu.cn,河南经贸职院|河南经贸
WTU,湖北,武汉职业技术大学,https://www.wtc.edu.cn,武汉职业技术学院|武汉职院|武职大|武职
WSPC,湖北,武汉船舶职业技术学院,https://www.wspc.edu.cn,武汉船院|武船院
XYVTC,湖北,襄阳职业技术大学,https://www.hbxytc.cn,襄阳职业技术学院|襄阳职院|襄职
WHVCSE,湖北,武汉软件工程职业学院,https://www.whvcse.edu.cn,武汉开放大学|武软|武汉软件工程职院
HBTGPT,湖北,湖北三峡职业技术大学,https://www.tgc.edu.cn,湖北三峡职业技术学院|三峡职院|三峡职业技术大学
WHCP,湖北,武汉城市职业学院,https://www.whcp.edu.cn,武汉城职|武城院|武汉城市职院
WRU,湖北,武汉铁路职业技术学院,https://www.wru.edu.cn,武汉铁院|武铁职院|武铁
WHTCC,湖北,武汉交通职业学院,https://www.whtcc.edu.cn,武交院|武汉交通职院
HBPI,湖北,湖北职业技术学院,https://www.hbvtc.edu.cn,湖北职院|湖职|Hubei Polytechnic Institute
CSMZ,湖南,长沙民政职业技术学院,https://www.csmzxy.edu.cn,长沙民政职院|长沙民院|民院|Changsha Social Work College
HNAE,湖南,湖南汽车工程职业大学,https://hnae.edu.cn,湖南汽车工程职业学院|湖汽职院|湖汽|Hunan Automotive Engineering Vocational University
HNIVC,湖南,湖南工业职业技术学院,https://www.hunangy.com,湖南工院|湖南工业职院|Hunan Industry Polytechnic
CAVTC,湖南,长沙航空职业技术学院,https://www.cavtc.cn,长沙航院|长沙航空职院|Changsha Aeronautical Vocational and Technical College
HNBEMC,湖南,湖南生物机电职业技术学院,https://www.hnbemc.edu.cn,湖南生物机电职院|湖南生物机电
HNACVC,湖南,湖南工艺美术职业学院,https://www.hnmeida.com.cn,湖南工艺美术职业大学|湖南工艺美院|湖南工艺美术职院
CSCTC,湖南,长沙商贸旅游职业技术学院,https://www.hncpu.com,长沙商贸旅游职院|长沙商贸旅游|长沙商旅
HNMMC,湖南,湖南大众传媒职业技术学院,https://www.hnmmc.cn,湖南大众传媒职院|湖南大众传媒|大众传媒
HNJTVC,湖南,湖南交通职业技术学院,https://www.hnjtzy.com.cn,湖南交通职院|湖南交院|Hunan Communication Polytechnic
HNCVTC,湖南,湖南化工职业技术学院,https://www.hnhgzy.com,湖南化工职院|湖南化院|Hunan Chemical Vocational Technology College
YYVTC,湖南,岳阳职业技术学院,https://www.yyzy.cn,岳阳职院|Yueyang Vocational Technical College
HCEB,海南,海南经贸职业技术学院,https://www.hceb.edu.cn,海经贸|海南经贸职院|Hainan College of Economics and Business
HVUST,海南,海南科技职业大学,https://www.hvust.edu.cn,海科大|海南科技职大|Hainan Vocational University of Science and Technology
CAP,四川,成都航空职业技术大学,https://www.cap.edu.cn,成都航空职业技术学院|成都航院|成航|Chengdu Aeronautic Polytechnic University
SCPU,四川,四川工程职业技术大学,https://www.scpu.edu.cn,四川工程职业技术学院|四川工院|Sichuan Polytechnic University
CDP,四川,成都职业技术学院,https://www.cdp.edu.cn,成都职业学院|成职院|Chengdu Polytechnic
SPTC,四川,四川邮电职业技术学院,https://www.sptc.edu.cn,四川邮电职院|四川邮电|川邮|Sichuan Post and Telecommunication College
CDTC,四川,成都轻工职业技术大学,https://www.cdtc.edu.cn,成都纺织高等专科学校|成都纺专|成纺|Chengdu Textile College
SCPCFE,四川,四川财经职业学院,https://www.scpcfe.cn,四川财院|川财院|Sichuan Vocational College of Finance and Economics
SVTCC,四川,四川交通职业技术大学,https://www.svtcc.edu.cn,四川交通职业技术学院|四川交院|川交院|Sichuan Vocational and Technical College of Communications
LZPC,四川,泸州职业技术学院,https://www.lzy.edu.cn,泸职院|泸职|Luzhou Vocational and Technical College
SCAC,四川,四川建筑职业技术大学,https://www.scac.edu.cn,四川建筑职业技术学院|四川建院|建院|Sichuan College of Architectural Technology
CQUET,重庆,重庆电子科技职业大学,https://www.cquet.edu.cn,重庆电子工程职业学院|重庆电子职院|重电|Chongqing College of Electronic Engineering
CQIPC,重庆,重庆工业职业技术大学,https://www.cqipc.edu.cn,重庆工业职业技术学院|重庆工业职院|重工职院|Chongqing Industry Polytechnic College
CQVIE,重庆,重庆工程职业技术大学,https://www.cqpue.edu.cn,重庆工程职业技术学院|重庆工程职院|重工程|Chongqing Vocational Institute of Engineering
CSWU,重庆,重庆城市管理职业大学,https://www.cswu.cn,重庆城市管理职业学院|重庆城管职院|城管院|Chongqing City Management College
CQEPC,重庆,重庆电力高等专科学校,https://www.cqepc.com.cn,重庆电专|重电专|Chongqing Electric Power College
CQTBI,重庆,重庆工商职业学院,https://www.cqtbi.edu.cn,重庆工商职院|重工商|Chongqing Technology and Business Institute
CQSXZY,重庆,重庆三峡职业学院,https://www.cqsxzy.edu.cn,重庆三峡职院|三峡职院|Chongqing Three Gorges Vocational College
CQSDZY,重庆,重庆水利电力职业技术学院,https://www.cqsdzy.edu.cn,重庆水电职院|重庆水利电力职院|Chongqing Water Resources and Electric Engineering College
CQHT,重庆,重庆航天职业技术学院,https://www.cqepc.cn,重庆航天职院|重庆航天|Chongqing Aerospace Polytechnic
CQJZC,重庆,重庆建筑工程职业学院,https://www.cqjzc.edu.cn,重庆建工职院|重庆建筑职院|Chongqing Jianzhu College
GZCPU,贵州,贵州交通职业大学,https://www.gzcpu.edu.cn,贵州交通职业技术学院|贵州交职院|贵交职|Guizhou Communications Polytechnic University
GZQY,贵州,贵州轻工职业大学,https://www.gzqy.cn,贵州轻工职业技术学院|贵州轻工职院|贵州轻工|Guizhou Light Industry Technical College
GZKY,贵州,贵州工业职业技术大学,https://www.gzky.edu.cn,贵州工业职业技术学院|贵州工职院|贵州工业职院
KMYZ,云南,昆明冶金职业大学,https://www.kmyz.edu.cn,昆明冶金高等专科学校|昆明冶专
YNNE,云南,云南能源职业技术学院,https://www.ynny.edu.cn,云南能源职院|云能职院|Yunnan Vocational Institute of Energy
YNJTC,云南,云南交通职业技术大学,https://www.ynjtc.com,云南交通职业技术学院|云南交院|云交院|Yunnan Communications Vocational and Technical College
YNMEC,云南,云南机电职业技术学院,https://www.ynmec.edu.cn,云南机电|云南机电学院|Yunnan Vocational College of Mechanical and Electrical Technology
NNVTU,广西,南宁职业技术大学,https://www.nnvtu.edu.cn,南宁职业技术学院|南宁职院|Nanning Vocational and Technical University
GXJZY,广西,广西交通职业技术学院,https://www.gxjzy.com,广西交院|广西交通职院|Guangxi Vocational and Technical College of Communications
LZPU,广西,柳州职业技术大学,https://www.lzpu.edu.cn,柳州职业技术学院|柳职院|柳职大|Liuzhou Polytechnic University
GXSDXY,广西,广西水利电力职业技术学院,https://www.gxsdxy.cn,广西水电职院|广西水利电力职院|Guangxi College of Water Resources and Electric Power
GXZJY,广西,广西职业技术大学,https://www.gxzjy.edu.cn,广西职业技术学院|广西职院|广职院|广西职大|Guangxi Vocational University of Technology
XIHANG,陕西,西安航空职业技术学院,https://www.xihang.com.cn,西航职院|西安航院|Xi'an Aeronautical Polytechnic Institute
SNPU,陕西,陕西工业职业技术大学,https://www.snpu.edu.cn,陕西工业职业技术学院|陕西工院|陕工职院|Shaanxi Polytechnic Institute
YLVTC,陕西,陕西农林职业技术大学,https://ylvtc.cn,杨凌职业技术学院|杨凌职院|陕西农林职大|Yangling Vocational and Technical College
SXRI,陕西,陕西铁路工程职业技术学院,https://www.sxri.net,陕铁院|陕西铁院|Shaanxi Railway Institute
BPU,北京,北京科技职业大学,https://www.bpu.edu.cn,北京电子科技职业学院|北职大|北电科|Beijing Polytechnic University
BJCZY,北京,北京财贸职业学院,https://www.bjczy.edu.cn,北京财贸|财贸学院|Beijing College of Finance and Commerce
BIEM,北京,北京经济管理职业学院,https://www.biem.edu.cn,北京经理学院|北京经管职院|北经管|Beijing Institute of Economics and Management
BVCLSS,北京,北京劳动保障职业学院,https://www.bvclss.cn,劳职院|北京劳保职院|Beijing Vocational College of Labour and Social Security
BJYPC,北京,北京青年政治学院,https://www.bjypc.edu.cn,北青政|北青院|Beijing Youth Politics College
TJLIVTC,天津,天津轻工职业技术学院,https://www.tjlivtc.edu.cn,天津轻工|天津轻工职院|Tianjin Light Industry Vocational Technical College
TBVTC,天津,天津渤海职业技术学院,https://www.tbvtc.edu.cn,天津渤海职院|天渤|天津渤海|Tianjin Bohai Vocational Technical College
TTTC,天津,天津交通职业学院,https://www.tttc.edu.cn,天津交通职业技术学院|天津交通职院|天津交院|Tianjin Transportation Technical College
HBCIT,河北,河北工业职业技术大学,https://www.hbcit.edu.cn,河北工业职业技术学院|河北工职大|河北工院|Hebei Vocational University of Industry and Technology
HEVUTE,河北,河北科技工程职业技术大学,https://www.hevute.edu.cn,邢台职业技术学院|河北科工大|河北科技工程职大|Hebei Vocational University of Technology and Engineering
SJZPC,河北,石家庄邮电职业技术学院,https://www.sjzpc.edu.cn,石邮学院|石邮职院|石家庄邮电职院|Shijiazhuang Posts and Telecommunications Technical College
HBCPC,河北,河北化工医药职业技术学院,https://www.hebcpc.cn,河北化院|河北化工医药职院|Hebei Chemical and Pharmaceutical College
HBSI,河北,河北软件职业技术学院,https://www.hbsi.edu.cn,河北软件学院|河北软件职院|河软|Hebei Software Institute
TSIVU,河北,唐山工业职业技术大学,https://www.tsgzy.edu.cn,唐山工业职业技术学院|唐山工职院|唐工大|唐工院|Tangshan Polytechnic College
SIRT,河北,石家庄铁路职业技术学院,https://www.sirt.edu.cn,石铁院|石家庄铁路职院|Shijiazhuang Institute of Railway Technology
SJZIEI,河北,石家庄信息工程职业学院,https://www.sjziei.edu.cn,石家庄信工学院|石信院|Shijiazhuang Information Engineering Vocational College
HEJTVC,河北,河北交通职业技术学院,https://www.hebjtxy.cn,河北交职|河北交通职院|河北交通职业技术学院
SJZPT,河北,石家庄职业技术学院,https://www.sjzpt.edu.cn,石职院|石家庄职院|石家庄职业学院|Shijiazhuang Vocational Technology Institute
HEBPU,河北,河北石油职业技术大学,https://www.hebpu.edu.cn,河石大|河北石油职大|承德石油高等专科学校|Hebei Petroleum University of Technology
JSAHVC,江苏,江苏农牧科技职业学院,https://www.jsahvc.edu.cn,江苏牧院|江苏农牧|Jiangsu Agri-animal Husbandry Vocational College
JSAFC,江苏,江苏农林职业技术学院,https://www.jsafc.edu.cn,江苏农林|江苏农林职院|Jiangsu Vocational College of Agriculture and Forestry
WXUT,江苏,无锡职业技术大学,https://www.wxut.edu.cn,无锡职业技术学院|无锡职院|无锡职大|Wuxi Institute of Technology|Wuxi Vocational University of Technology
JSSVC,江苏,苏州职业技术大学,https://www.jssvc.edu.cn,苏州市职业大学|苏职大|Suzhou Vocational University
JSJZI,江苏,江苏建筑职业技术大学,https://www.jsviat.edu.cn,江苏建筑职业技术学院|江苏建院|苏建院|Jiangsu Vocational Institute of Architectural Technology
NJCIT,江苏,南京信息职业技术学院,https://xxgk.njcit.cn,南信院|南京信息职院|Nanjing Vocational College of Information Technology
XZCIT,江苏,徐州工业职业技术学院,https://www.xzcit.cn,徐工职院|徐州工业职院|Xuzhou College of Industrial Technology
JMI,江苏,江苏海事职业技术学院,https://www.jmi.edu.cn,江苏海院|江苏海事职院|Jiangsu Maritime Institute
NIIT,江苏,南京工业职业技术大学,https://www.niit.edu.cn,南京工业职业技术学院|南工院|南工|Nanjing Vocational University of Industry Technology
SZAI,江苏,苏州农业职业技术学院,https://www.szai.edu.cn,苏农职院|苏农院|Suzhou Polytechnic Institute of Agriculture
CCIT,江苏,常州信息职业技术学院,https://www.ccit.js.cn,常州信息职业技术大学|常信院|常信职院|Changzhou College of Information Technology
NJRTS,江苏,南京铁道职业技术学院,https://www.njrts.edu.cn,南铁院|南京铁职院|Nanjing Vocational Institute of Railway Technology
JVIC,江苏,江苏经贸职业技术学院,https://www.jvic.edu.cn,江苏经贸|江苏经贸职院|Jiangsu Vocational Institute of Commerce
JSIT,江苏,江苏信息职业技术学院,https://www.jsit.edu.cn,苏信院|江苏信息职院|Jiangsu Vocational College of Information Technology
JSFPC,江苏,江苏食品药品职业技术学院,https://www.jsfpc.edu.cn,苏食院|江苏食品药品职院|Jiangsu Food & Pharmaceutical Science College
YPI,江苏,扬州工业职业技术学院,https://www.ypi.edu.cn,扬工院|扬州工业职院|Yangzhou Polytechnic Institute
SGMART,江苏,苏州工艺美术职业技术学院,https://www.sgmart.edu.cn,苏州工艺美院|苏工艺|Suzhou Art & Design Technology Institute
SIIT,江苏,苏州工业职业技术学院,https://www.siit.edu.cn,苏工院|苏州工业职院|Suzhou Vocational Institute of Industrial Technology
TRZY,贵州,铜仁职业技术大学,https://www.trzy.edu.cn,铜仁职业技术学院|铜职院|铜仁职大|Tongren Polytechnic University
GXCVTC,广西,广西建设职业技术学院,https://www.gxjsxy.cn,广西建院|广西建设职院
JSSC,江苏,江苏航运职业技术学院,https://www.jssc.edu.cn,南通航运职业技术学院|南通航院|江苏航院|Jiangsu Shipping College
JHCU,浙江,金华职业技术大学,https://www.jhc.edu.cn,金华职业技术学院|金职院|金职大|Jinhua University of Vocational Technology
XYPI,陕西,咸阳职业技术学院,https://www.xypi.edu.cn,咸阳职院|Xianyang Polytechnic Institute
SXNY,陕西,陕西能源职业技术学院,https://www.sxny.cn,陕能院|Shaanxi Energy Institute
SPVEC,陕西,陕西职业技术学院,https://www.spvec.com.cn,陕职院|陕西职院|Shaanxi Vocational and Technical College
NBPU,浙江,宁波职业技术大学,https://www.nbpu.edu.cn,宁波职业技术学院|宁职院|宁职大|Ningbo Polytechnic University
HZPU,浙江,杭州职业技术大学,https://www.hzvtc.edu.cn,杭州职业技术学院|杭职院|杭职大|Hangzhou Polytechnic University
SXGD,陕西,陕西国防工业职业技术学院,https://www.gfxy.com,陕西国防学院|陕国院|陕西国防职院|Shaanxi Institute of Technology
LZRE,甘肃,兰州资源环境职业技术大学,https://www.lzre.edu.cn,兰州资源环境职业技术学院|兰州资环大学|兰资环|Lanzhou Resources and Environment Voc-Tech University
JQTU,甘肃,酒泉职业技术大学,https://www.jqtu.edu.cn,酒泉职业技术学院|酒泉职院|酒职院|酒职大|Jiuquan Vocational and Technical University
LZPUVT,甘肃,兰州石化职业技术大学,https://www.lzpuvt.edu.cn,兰州石化职业技术学院|兰州石化职大|兰石化大学|Lanzhou Petrochemical University of Vocational Technology
QHVU,青海,青海职业技术大学,https://www.qhvu.edu.cn,青海交通职业技术学院|青海职大|Qinghai Vocational University
NXGS,宁夏,宁夏工商职业技术大学,https://www.nxgs.edu.cn,宁夏工商职业技术学院|宁夏工商职院|宁工商|Ningxia Vocational Technical College of Industry and Commerce
NXVTU,宁夏,宁夏职业技术大学,https://www.nxtc.edu.cn,宁夏职业技术学院|宁夏开放大学|宁职院|宁职大|Ningxia Vocational and Technical University
NMIM,内蒙古,内蒙古机电职业技术学院,https://www.imtcme.edu.cn,内蒙古机电职院|内机电|Inner Mongolia Technical College of Mechanics and Electrics
BTVC,内蒙古,包头职业技术学院,https://www.btvtc.edu.cn,包头职院|包职院|Baotou Vocational and Technical College
IMCU,内蒙古,内蒙古建筑职业技术大学,https://www.imaa.edu.cn,内蒙古建筑职业技术学院|内建院|内蒙古建筑职大|Inner Mongolia Construction University
IMVCCE,内蒙古,内蒙古化工职业学院,https://www.hgzyxy.com.cn,内蒙古化工职院|内化院|Inner Mongolia Vocational College of Chemical Engineering
XZVTC,西藏,西藏职业技术学院,https://www.xzgzy.cn,西藏职院|Tibet Vocational Technical College
