group_id,major_code,download_url,status,year_evidence,major_evidence,document_evidence,notes,verification_status
YRCTI-450205,450205,https://www.yrcti.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1573771431&wbfileid=15442188,access_blocked,详情页发布于2025-09-30；PDF正文因验证码未核验,附件名明确为450205-水利水电建筑工程人才培养方案,人才培养方案PDF,官方附件入口要求图形验证码；未绕过验证码且未将HTML验证码页冒充PDF,verified
YRCTI-450205,450207,https://www.yrcti.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1573771431&wbfileid=15442189,access_blocked,详情页发布于2025-09-30；PDF正文因验证码未核验,附件名明确为450207-治河与航道工程技术专业人才培养方案,人才培养方案PDF,官方附件入口要求图形验证码；未绕过验证码且未将HTML验证码页冒充PDF,verified
ZZRVTC-500105,500105,https://www.zzrvtc.edu.cn/_upload/article/files/72/0d/1b87f2574bbb9fbec39ac622f633/6a3d4b17-fefe-41e9-8ce4-df0a34ba3831.pdf,eligible_official_2025,PDF封面明确2025版且编制时间为2025年8月,铁道机车运用与维护；正文专业代码500105,人才培养方案,60页正式PDF；首页与末页核验通过,verified
ZZRVTC-500105,500106,https://www.zzrvtc.edu.cn/_upload/article/files/91/ef/83cfb64e4fceae7f7dd7f380d585/ce6a7786-dee7-4298-8cef-7d5f30fa1dc8.pdf,eligible_official_2025,PDF封面明确2025版且编制时间为2025年8月,铁道车辆技术；正文专业代码500106,人才培养方案,67页正式PDF；页面虽于2026年补发但PDF封面年份明确；首页与末页核验通过,verified
ZZRVTC-500105,500108,https://www.zzrvtc.edu.cn/_upload/article/files/b5/cc/ef3f29ee4ea7ab2d17aaa0ddf54e/733c055f-ad01-4573-9bab-488d7d285ffc.pdf,eligible_official_2025,PDF封面明确2025版且编制时间为2025年8月,动车组检修技术；正文专业代码500108,人才培养方案,60页正式PDF；首页与末页核验通过,verified
ZZRVTC-500105,500104,https://www.zzrvtc.edu.cn/_upload/article/files/a0/53/4ab03c2c4f61a3350c8a498f5764/e0598103-c467-4b8b-87ac-e69dd58986df.pdf,eligible_official_2025,PDF封面明确2025版且编制时间为2025年8月,铁道养路机械应用技术；正文专业代码500104,人才培养方案,54页正式PDF；首页与末页核验通过,verified
ZZRVTC-500105,500112,https://www.zzrvtc.edu.cn/_upload/article/files/b3/70/13bda3bb4d028b0a21a92ae02836/beb0acdd-0a37-4177-97af-c146b712a4ac.pdf,eligible_official_2025,PDF封面明确2025版且编制时间为2025年8月,铁道交通运营管理；正文专业代码500112,人才培养方案,31页正式PDF；首页与末页核验通过,verified
ZZRVTC-500109,500109,https://www.zzrvtc.edu.cn/_upload/article/files/41/a9/d6312634484294ebb7bcc87258e8/9702d179-4a7c-4923-a1be-b89df51ba211.pdf,eligible_official_2025,PDF封面明确2025版且编制时间为2025年8月,高速铁路综合维修技术；正文专业代码500109,人才培养方案,53页正式PDF；首页与末页核验通过,verified
ZZRVTC-500109,500107,https://www.zzrvtc.edu.cn/_upload/article/files/23/ca/cf8a9a0c43fca4491f6a42e391a7/3bb66b13-eeb6-47e1-8b1b-7f8b1edf3c9e.pdf,eligible_official_2025,PDF封面明确2025版且编制时间为2025年8月,铁道供电技术；正文专业代码500107,人才培养方案,50页正式PDF；首页与末页核验通过,verified
ZZRVTC-500109,500111,https://www.zzrvtc.edu.cn/_upload/article/files/fc/32/35794d5c4eb480f22747d12ff768/a0e910bd-68d0-4ff9-befd-1ebd4d660d93.pdf,eligible_official_2025,PDF封面明确2025版且编制时间为2025年8月,铁道通信与信息化技术；正文专业代码500111,人才培养方案,55页正式PDF；首页与末页核验通过,verified
ZZRVTC-500109,500110,https://www.zzrvtc.edu.cn/_upload/article/files/ba/2d/8b2cd8d1438e92a30a020f8084d5/53842298-f809-4653-be19-2a3b12334b5d.pdf,eligible_official_2025,PDF封面明确2025版且编制时间为2025年8月,铁道信号自动控制；正文专业代码500110,人才培养方案,47页正式PDF；首页与末页核验通过,verified
ZZRVTC-500109,500102,https://www.zzrvtc.edu.cn/_upload/article/files/4a/12/967082ae4911955d58772d95f0e9/0ff32a0e-6f75-4036-a43a-550d97684626.pdf,eligible_official_2025,PDF封面明确2025版且编制时间为2025年8月,高速铁路施工与维护；正文专业代码500102,人才培养方案,71页正式PDF；首页与末页核验通过,verified
XCITC-460301,460301,https://jwc.xcitc.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1882018581&wbfileid=6608007,eligible_official_2025,官网公示页标题及PDF封面均明确2025级,机电一体化技术；PDF封面专业代码460301,人才培养方案,40页正式PDF；首页与末页视觉核验通过；SHA-256为898a9f885f85f8be7bebb2178e1cd834ab5897d5b9c60ee7a0d141f1a03802f2,verified
XCITC-460301,460104,https://jwc.xcitc.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1882018581&wbfileid=6608017,eligible_official_2025,官网公示页标题及PDF封面均明确2025级,机械制造及自动化；PDF封面专业代码460104,人才培养方案,37页中国特色学徒制三年制正式PDF；同页另有中德方向版；主记录采用非中德方向文件；首页与末页视觉核验通过；SHA-256为0823e68c5a3222dd439a4bcb3efc3eaf3122bfb46c859e70be0e821e37b01cdd,verified
XCITC-460301,460306,https://jwc.xcitc.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1882018581&wbfileid=6608012,eligible_official_2025,官网公示页标题及PDF封面均明确2025级,电气自动化技术；PDF封面专业代码460306,人才培养方案,45页正式PDF；首页与末页视觉核验通过；SHA-256为a3c83365ff78e6ab305d84c2103f25a4fcf38750457dbd383faf292aa283d092,verified
XCITC-460301,460305,https://jwc.xcitc.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1882018581&wbfileid=6608018,eligible_official_2025,官网公示页标题及PDF封面均明确2025级,工业机器人技术；PDF封面专业代码460305,人才培养方案,47页正式PDF；首页与末页视觉核验通过；SHA-256为d3cb2e2fcd863e9f577083d398d2835d11aafabada0bc5944dc1357484fcb312,verified
XCITC-460301,460310,https://jwc.xcitc.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1882018581&wbfileid=6608016,eligible_official_2025,官网公示页标题及PDF封面均明确2025级,工业互联网应用；PDF封面专业代码460310,人才培养方案,50页正式PDF；首页与末页视觉核验通过；SHA-256为f954edf9568a1fcb532fc03f3bfb441fdee500c07d433f7b8cb5a8b2d53ba77e,verified
