group_id,institution_code,project_type,group_name,group_evidence_url,verification_status
ZJBC-530701,ZJBC,high_level_group,电子商务专业群,https://www.zjbc.edu.cn/dit/113/listm2.htm,verified
WZVCST-490102,WZVCST,high_level_group,绿色食品生产技术专业群,https://zs.wzvcst.edu.cn/danye/31.shtml,verified
ZJIET-530701,ZJIET,high_level_group,电子商务专业群,https://www.zjiet.edu.cn/114/,verified
TCZJ-540106,TCZJ,high_level_group,酒店管理与数字化运营专业群,https://www.tourzj.edu.cn/__local/5/AB/06/B1086FBAA0E07B5B129BB039D94_7B7AC328_4948E8.pdf,verified
ZJVTIT-500201,ZJVTIT,high_level_group,道路与桥梁工程技术（智慧交通新基建）专业群,https://www.zjvtit.edu.cn/info/1003/22350.htm,verified
ZJJS-440304,ZJJS,high_level_group,智能建造技术专业群,https://www.zjjs.edu.cn/_img/2026/01/09/20260109194527974.pdf,verified
YWICC-530501,YWICC,high_level_group,国际经济与贸易专业群,https://www.ywicc.edu.cn/info/1015/23092.htm,verified
SICT-530805,SICT,high_level_school,冷链物流技术与管理专业群,https://jnedu.jinan.gov.cn/col/col83009/art/2026/art_6b324883d29c49a4bd9da9ccd1bb5fea.html,verified
SICT-510205,SICT,high_level_school,大数据技术专业群,https://sd.sina.cn/news/2026-06-28/detail-inieykzq0412984.d.html,manual_review_required
ZBPU-460104,ZBPU,high_level_school,机械制造及自动化专业群,https://www.zbpu.edu.cn/info/1114/16339.htm,verified
ZBPU-270201,ZBPU,high_level_school,应用化工技术专业群,https://www.zbpu.edu.cn/info/1114/16339.htm,verified
BZPT-460104,BZPT,high_level_school,机械制造及自动化专业群,https://xxgk.bzpt.edu.cn/info/1401/7267.htm,verified
BZPT-470201,BZPT,high_level_school,应用化工技术专业群,https://xxgk.bzpt.edu.cn/info/1401/7267.htm,verified
RZPT-410401,RZPT,high_level_school,水产养殖技术专业群,https://www.rzpt.cn/xxgk/xxjj.htm,verified
RZPT-430401,RZPT,high_level_school,钢铁智能冶金技术专业群,https://www.rzpt.cn/xxgk/xxjj.htm,verified
SDP-500602,SDP,high_level_school,城市轨道车辆应用技术专业群,https://www.sdp.edu.cn/xwzx/info/1011/55397.htm,verified
SDP-460104,SDP,high_level_school,机械制造及自动化专业群,https://www.sdp.edu.cn/xwzx/info/1011/55397.htm,verified
JNVC-460101,JNVC,high_level_group,机械设计与制造专业群,https://qsy.jinan.gov.cn/cms_files/filemanager/1197472542/attach/20262/38d255783f0f425784c1aecd6299d564.pdf?fileName=%E6%B5%8E%E5%8D%97%E8%81%8C%E4%B8%9A%E5%AD%A6%E9%99%A2%E9%AB%98%E7%AD%89%E8%81%8C%E4%B8%9A%E6%95%99%E8%82%B2%E8%B4%A8%E9%87%8F%E6%8A%A5%E5%91%8A%EF%BC%882025%E5%B9%B4%E5%BA%A6%EF%BC%89.pdf,verified
SDVCST-480402,SDVCST,high_level_group,服装设计与工艺专业群,https://www.sdvcst.edu.cn/xxgk/xxjj.htm,verified
DYXY-470204,DYXY,high_level_group,石油化工技术专业群,https://www.dyxy.edu.cn/index.php/cms/item-view-id-12511.shtml,verified
YTVC-460113,YTVC,high_level_group,模具设计与制造专业群,https://www.yantai.gov.cn/cms_files/jcms1/web1/site/attach/0/ce69981d406741fca4da2124976b661a.pdf,verified
WFVC-410103,WFVC,high_level_group,现代农业技术专业群,https://www.sdwfvc.edu.cn/info/1813/283053.htm,verified
WHVC-460501,WHVC,high_level_group,船舶工程技术专业群,https://www.whvc.edu.cn/xxgk/2026/0104/c7804a132982/page.htm,verified
SDMY-410303,SDMY,high_level_group,畜牧兽医专业群,https://www.sdmy.edu.cn/info/1024/14459.htm,verified
JNVTC-460301,JNVTC,high_level_group,机电一体化技术专业群,https://jnzyjsxy.cn/tsjx/tsppzy1.htm,verified
WFEC-410204,WFEC,high_level_group,花卉生产与花艺专业群,https://www.wfec.edu.cn/info/1023/49831.htm,verified
QDGW-500301,QDGW,high_level_group,航海技术专业群,https://www.qdgw.edu.cn/info/1501/127091.htm,verified
QDGW-500306,QDGW,high_level_group,港口机械与智能控制专业群,https://www.qdgw.edu.cn/info/1501/127091.htm,verified
LWVC-550404,LWVC,high_level_group,文物修复与保护专业群,https://www.lwvc.edu.cn/__local/8/69/2C/4694FBB40ABF0B32C6442657E54_74AA99F0_BD47CC.pdf,verified
SZPU-310101,SZPU,high_level_school,电子信息工程技术专业群,https://pingshen.szpu.edu.cn/__local/C/39/19/25ABE6D5498D5CC25FCADC560AC_E4014B81_52AF2D.pdf,verified
SZPU-260702,SZPU,high_level_school,新能源汽车工程技术专业群,https://pingshen.szpu.edu.cn/__local/B/AB/0B/A57C932CE3CF46565FC1521E9B1_098D9DE5_4FFD75.pdf,verified
GZPU-510205,GZPU,high_level_school,大数据技术专业群,https://www.gzhpu.edu.cn/Upload/gzj/ContentManage/Article/File/2026/01/06/202601061553304561.pdf,verified
GZPU-460701,GZPU,high_level_school,汽车制造与试验技术专业群,https://www.gzhpu.edu.cn/Upload/gzj/ContentManage/Article/File/2026/01/06/202601061553304561.pdf,verified
SDPT-460305,SDPT,high_level_school,工业机器人技术专业群,https://www.sdpt.edu.cn/__local/1/49/97/15ED5FC03977028C2CD02179226_1B9A19DE_CEAC50.pdf,verified
SDPT-460205,SDPT,high_level_school,制冷与空调技术专业群,https://www.sdpt.edu.cn/__local/1/49/97/15ED5FC03977028C2CD02179226_1B9A19DE_CEAC50.pdf,verified
SZIIT-510401,SZIIT,high_level_school,集成电路技术专业群,https://sgspzyq.suit-sz.edu.cn/virtual_attach_file.vsb?afc=5MmlC4LNUan7M2nQmCbnmCDLl-PU4Vq7nlnkM7VRnmGiLzC0gihFp2hmCIa0USy8nSyPn1y8nl-sMR9bnmTfM8QkLRvanlnRL4lsnmWRMNnFM8-4L4U4MNQFolrkM7UJv2nto4OeosMjvsfE_570qIbtpYyPLmNYg47PMR7Jqdpnx&e=.pdf&nid=1141&tid=1292,verified
SZIIT-510214,SZIIT,high_level_school,工业软件开发技术专业群,https://sgspzyq.suit-sz.edu.cn/virtual_attach_file.vsb?afc=7MzLV8nR-ZLRn2L2N7iL4n7nR-iMzNdZolUPM7lPU4v8Um70gihFp2hmCIa0Lkh2UYyYU1yZMmr2U8Q7o7-4M4GZUNQRMNlDol74nRGZnmVFMzl4LRr7nzWFLz78M8VVgjfNQmOeo4x4QsMa_jTPgDTJQty0Lz-boSyPLm7bgtA8pU-cc&e=.pdf&nid=1219&tid=1299,verified
GDIPU-460301,GDIPU,high_level_school,机电一体化技术专业群,https://www.gdipu.edu.cn/info/1057/27213.htm,verified
GDIPU-470104,GDIPU,high_level_school,化工生物技术专业群,https://www.gdipu.edu.cn/info/1057/27213.htm,verified
GTXY-500606,GTXY,high_level_group,城市轨道交通运营管理专业群,https://yurenhao.sizhengwang.cn/a/gztlzyjsxyjdgcxyjxgcdzb/260205/2332303.shtml,verified
GDAIB-410102,GDAIB,high_level_group,作物生产与经营管理专业群,https://edu.ycwb.com/2026-05/23/content_54135229.htm,verified
GDIT-510203,GDIT,high_level_group,软件技术专业群,https://www.gdit.edu.cn/2026/0107/c6705a118054/page.htm,verified
GDSDXY-450205,GDSDXY,high_level_group,水利水电建筑工程专业群,https://www.eol.cn/guangdong/gdgd/202606/t20260617_2746035.shtml,verified
GDGM-460306,GDGM,high_level_group,电气自动化技术专业群,https://www.gdgm.edu.cn/2026/0106/c4157a63401/page.htm,verified
GDPT-480401,GDPT,high_level_group,现代纺织技术专业群,https://www.gdpt.edu.cn/a_1/18881,verified
GDMEC-510103,GDMEC,high_level_group,应用电子技术专业群,https://www.gdmec.edu.cn/info/1055/148123.htm,verified
DGPT-460201,DGPT,high_level_group,智能装备制造技术专业群,https://www.dgpt.edu.cn/info/1002/15550.htm,verified
GDFD-490203,GDFD,high_level_group,药物制剂技术专业群,https://cggl.gdyzy.edu.cn/portalwebController.do?goArticleDetail=&id=52a7eb099a38de8f019a48e2f7e306bc,verified
ZSTP-460115,ZSTP,high_level_group,智能光电制造技术专业群,https://www.zstp.edu.cn/info/1043/92211.htm,verified
GCAC-500409,GCAC,high_level_group,飞机机电设备维修专业群,https://apps.gcac.edu.cn/zl/2025jcjs/%E7%94%B3%E6%8A%A5%E6%9D%90%E6%96%99/%E5%B9%BF%E4%B8%9C%E7%9C%81%E6%95%99%E8%82%B2%E5%8E%85%E7%94%B3%E6%8A%A5%E4%B8%93%E6%A0%8F/4.%E9%80%9A%E7%94%A8%E8%88%AA%E7%A9%BA%E5%99%A8%E7%BB%93%E6%9E%84%E4%B8%8E%E4%BF%AE%E7%90%86/1.%E7%94%B3%E6%8A%A5%E8%A1%A8/%E9%80%9A%E7%94%A8%E8%88%AA%E7%A9%BA%E5%99%A8%E7%BB%93%E6%9E%84%E4%B8%8E%E4%BF%AE%E7%90%86-%E5%85%A8%E5%9B%BD%E4%BC%98%E7%A7%80%E6%95%99%E6%9D%90%EF%BC%88%E8%81%8C%E6%95%99%E4%B8%8E%E7%BB%A7%E6%95%99%E7%B1%BB%EF%BC%89%E7%94%B3%E6%8A%A5%E6%8E%A8%E8%8D%90%E8%AF%84%E5%AE%A1%E8%A1%A8%20.pdf,verified
